,Date,Open,High,Low,Close,Adj Close,Volume,return,points_gained,call_price,max_loss,price_for_points,profit
124,2019-05-01,11725.549805,12041.150391,11108.299805,11922.799805,11922.799805,8645600,0.014866120043355524,174.64941400000134,775.377925806,-38768.8962903,7073.301267000054,7073.301267000054
125,2019-06-01,11953.75,12103.049805,11625.099609,11788.849609,11788.849609,6788000,-0.011234793688628897,-133.95019599999978,786.90478713,-39345.2393565,-5424.982937999991,-5424.982937999991
126,2019-07-01,11839.900391,11981.75,10999.400391,11118.0,11118.0,9988500,-0.05690543447834395,-670.8496090000008,778.0640741940001,-38903.20370970001,-27169.409164500034,-27169.409164500034
127,2019-08-01,11060.200195,11181.450195,10637.150391,11023.25,11023.25,11153100,-0.00852221622593996,-94.75,733.788,-36689.4,-3837.375,-3837.375
128,2019-09-01,10960.950195,11694.849609,10670.25,11474.450195,11474.450195,12210000,0.04093168484793508,451.20019499999944,727.5345,-36376.725,18273.607897499976,18273.607897499976
129,2019-10-01,11515.400391,11945.0,11090.150391,11877.450195,11877.450195,15461000,0.03512150849507445,403.0,757.31371287,-37865.6856435,16321.5,16321.5
130,2019-11-01,11886.599609,12158.799805,11802.650391,12056.049805,12056.049805,13178000,0.015036864568389152,178.59961000000112,783.91171287,-39195.5856435,7233.284205000045,7233.284205000045
131,2019-12-01,12137.049805,12293.900391,11832.299805,12168.450195,12168.450195,12549800,0.00932315242703985,112.40038999999888,795.6992871300001,-39784.96435650001,4552.215794999955,4552.215794999955
132,2020-01-01,12202.150391,12430.5,11929.599609,11962.099609,11962.099609,10965400,-0.016957836264538284,-206.35058599999866,803.11771287,-40155.8856435,-8357.198732999947,-8357.198732999947
133,2020-02-01,11627.450195,12246.700195,11175.049805,11201.75,11201.75,10198200,-0.0635632233348008,-760.3496090000008,789.4985741940001,-39474.928709700005,-30794.15916450003,-30794.15916450003
134,2020-03-01,11387.349609,11433.0,7511.100098,8597.75,8597.75,21303000,-0.23246367755038277,-2604.0,739.3155,-36965.775,-105462.0,-36965.775
135,2020-04-01,8584.099609,9889.049805,8055.799805,9859.900391,9859.900391,12736300,0.14680008036986414,1262.1503909999992,567.4515,-28372.575,51117.09083549997,51117.09083549997
136,2020-05-01,9533.5,9598.849609,8806.75,9580.299805,9580.299805,13675900,-0.028357343878972152,-279.60058599999866,650.753425806,-32537.6712903,-11323.823732999947,-11323.823732999947
137,2020-06-01,9726.849609,10553.150391,9544.349609,10302.099609,10302.099609,16778800,0.07534208935959286,721.7998040000002,632.29978713,-31614.989356500002,29232.89206200001,29232.89206200001
138,2020-07-01,10323.799805,11341.400391,10299.599609,11073.450195,11073.450195,14640200,0.07487314385177757,771.3505859999987,679.9385741940001,-33996.928709700005,31239.698732999947,31239.698732999947
139,2020-08-01,11057.549805,11794.25,10882.25,11387.5,11387.5,14035500,0.02836061024068215,314.04980500000056,730.84771287,-36542.3856435,12719.017102500025,12719.017102500025
140,2020-09-01,11464.299805,11618.099609,10790.200195,11247.549805,11247.549805,12928400,-0.012289808562019666,-139.95019499999944,751.575,-37578.75,-5667.982897499977,-5667.982897499977
141,2020-10-01,11364.450195,12025.450195,11347.049805,11642.400391,11642.400391,11602500,0.03510547566764011,394.85058599999866,742.33828713,-37116.9143565,15991.448732999948,15991.448732999948
142,2020-11-01,11697.349609,13145.849609,11557.400391,12968.950195,12968.950195,13004600,0.1139412629225045,1326.5498040000002,768.398425806,-38419.9212903,53725.26706200002,53725.26706200002
143,2020-12-01,13062.200195,14024.849609,12962.799805,13981.75,13981.75,12077600,0.07809420113206023,1012.7998050000006,855.95071287,-42797.5356435,41018.39210250002,41018.39210250002
144,2021-01-01,13996.099609,14753.549805,13596.75,13634.599609,13634.599609,13119900,-0.024828822643803483,-347.1503909999992,922.7955000000001,-46139.775,-14059.59083549997,-14059.59083549997
145,2021-02-01,13758.599609,15431.75,13661.75,14529.150391,14529.150391,14313900,0.06560887797610993,894.5507819999984,899.8835741940001,-44994.178709700005,36229.30667099994,36229.30667099994
146,2021-03-01,14702.5,15336.299805,14264.400391,14690.700195,14690.700195,9886800,0.011119012444118725,161.54980400000022,958.9239258059999,-47946.196290299995,6542.767062000009,6542.767062000009
147,2021-04-01,14798.400391,15044.349609,14151.400391,14631.099609,14631.099609,9344700,-0.004057028270189833,-59.60058599999866,969.58621287,-48479.3106435,-2413.8237329999456,-2413.8237329999456
148,2021-05-01,14481.049805,15606.349609,14416.25,15582.799805,15582.799805,9859900,0.06504638895456516,951.7001959999998,965.6525741940001,-48282.6287097,38543.857937999994,38543.857937999994
149,2021-06-01,15629.650391,15915.650391,15450.900391,15721.5,15721.5,8079100,0.008900852012197147,138.70019499999944,1028.46478713,-51423.2393565,5617.357897499977,5617.357897499977
150,2021-07-01,15755.049805,15962.25,15513.450195,15763.049805,15763.049805,5756800,0.002642865184619758,41.54980500000056,1037.6190000000001,-51880.950000000004,1682.7671025000227,1682.7671025000227
151,2021-08-01,15874.900391,17153.5,15834.650391,17132.199219,17132.199219,6349900,0.08685815441411004,1369.1494139999977,1040.3612871300002,-52018.06435650001,55450.551266999915,55450.551266999915
152,2021-09-01,17185.599609,17947.650391,17055.050781,17618.150391,17618.150391,6955600,0.02836478643448581,485.95117200000095,1130.725148454,-56536.2574227,19681.02246600004,19681.02246600004
153,2021-10-01,17531.900391,18604.449219,17452.900391,17671.650391,17671.650391,7651200,0.003036641123652206,53.5,1162.797925806,-58139.8962903,2166.75,2166.75
154,2021-11-01,17783.150391,18210.150391,16782.400391,16983.199219,16983.199219,5853100,-0.038957944321409976,-688.451172000001,1166.328925806,-58316.446290299995,-27882.27246600004,-27882.27246600004
155,2021-12-01,17104.400391,17639.5,16410.199219,17354.050781,17354.050781,5499300,0.021836378247575006,370.85156200000347,1120.891148454,-56044.557422699996,15019.48826100014,15019.48826100014
