,Date,Open,High,Low,Close,Adj Close,Volume,return,points_gained,call_price,max_loss,price_for_points,profit
0,2009-01-01,2963.300049,3147.199951,2661.649902,2874.800049,2874.800049,0,,,,,,
1,2009-02-01,2872.350098,2969.75,2677.550049,2763.649902,2763.649902,0,-0.03866360967910221,-111.15014699999983,189.736803234,-9486.8401617,-4501.5809534999935,-4501.5809534999935
2,2009-03-01,2764.600098,3123.350098,2539.449951,3020.949951,3020.949951,0,0.09310153533332755,257.30004899999994,182.40089353200003,-9120.0446766,10420.651984499998,10420.651984499998
3,2009-04-01,3023.850098,3517.25,2965.699951,3473.949951,3473.949951,0,0.14995283184021213,453.0,199.382696766,-9969.1348383,18346.5,18346.5
4,2009-05-01,3478.699951,4509.399902,3478.699951,4448.950195,4448.950195,0,0.2806604176088776,975.0002440000003,229.280696766,-11464.0348383,39487.50988200001,39487.50988200001
5,2009-06-01,4450.399902,4693.200195,4143.25,4291.100098,4291.100098,0,-0.03548030211203579,-157.85009700000046,293.63071287,-14681.535643500001,-6392.928928500019,-6392.928928500019
6,2009-07-01,4292.299805,4669.75,3918.75,4636.450195,4636.450195,0,0.0804805502348831,345.35009700000046,283.212606468,-14160.630323399999,13986.67892850002,13986.67892850002
7,2009-08-01,4633.799805,4743.75,4353.450195,4662.100098,4662.100098,0,0.005532228735609213,25.64990299999954,306.00571287,-15300.285643500001,1038.8210714999814,1038.8210714999814
8,2009-09-01,4662.200195,5087.600098,4576.600098,5083.950195,5083.950195,0,0.09048499348629835,421.85009700000046,307.698606468,-15384.9303234,17084.92892850002,17084.92892850002
9,2009-10-01,5087.200195,5181.950195,4687.5,4711.700195,4711.700195,0,-0.07322062288613751,-372.25,335.54071287000005,-16777.035643500003,-15076.125,-15076.125
10,2009-11-01,4712.25,5138.0,4538.5,5032.700195,5032.700195,0,0.06812827359869833,321.0,310.97221287,-15548.6106435,13000.500000000002,13000.500000000002
11,2009-12-01,5039.700195,5221.850098,4943.950195,5201.049805,5201.049805,0,0.033451150173271715,168.3496099999993,332.15821287000006,-16607.910643500003,6818.159204999972,6818.159204999972
12,2010-01-01,5200.899902,5310.850098,4766.0,4882.049805,4882.049805,0,-0.06133377144232133,-319.0,343.26928713,-17163.4643565,-12919.500000000002,-12919.500000000002
13,2010-02-01,4882.049805,4992.0,4675.399902,4922.299805,4922.299805,0,0.008244487788464872,40.25,322.21528713,-16110.7643565,1630.125,1630.125
14,2010-03-01,4935.600098,5329.549805,4935.350098,5249.100098,5249.100098,0,0.06639178959965863,326.80029300000024,324.87178713,-16243.589356499999,13235.411866500011,13235.411866500011
15,2010-04-01,5249.200195,5399.649902,5160.899902,5278.0,5278.0,0,0.005505686967373968,28.89990200000011,346.440606468,-17322.0303234,1170.4460310000045,1170.4460310000045
16,2010-05-01,5278.399902,5278.700195,4786.450195,5086.299805,5086.299805,0,-0.0363206129215613,-191.70019500000035,348.348,-17417.4,-7763.8578975000155,-7763.8578975000155
17,2010-06-01,5086.25,5366.75,4961.049805,5312.5,5312.5,0,0.044472446311095926,226.20019500000035,335.69578713,-16784.789356499998,9161.107897500013,9161.107897500013
18,2010-07-01,5312.049805,5477.5,5225.600098,5367.600098,5367.600098,0,0.010371783152941072,55.10009799999989,350.625,-17531.25,2231.5539689999955,2231.5539689999955
19,2010-08-01,5369.549805,5549.799805,5348.899902,5402.399902,5402.399902,0,0.0064833078777546405,34.79980400000022,354.261606468,-17713.0803234,1409.392062000009,1409.392062000009
20,2010-09-01,5403.049805,6073.5,5403.049805,6029.950195,6029.950195,0,0.1161613920449831,627.5502930000002,356.558393532,-17827.919676600002,25415.78686650001,25415.78686650001
21,2010-10-01,6030.299805,6284.100098,5937.100098,6017.700195,6017.700195,0,-0.0020315259005220243,-12.25,397.97671287000003,-19898.835643500002,-496.125,-496.125
22,2010-11-01,6092.299805,6338.5,5690.350098,5862.700195,5862.700195,0,-0.025757348318679374,-155.0,397.16821287000005,-19858.410643500003,-6277.5,-6277.5
23,2010-12-01,5871.0,6147.299805,5721.149902,6134.5,6134.5,0,0.04636085693616132,271.79980499999965,386.93821287000003,-19346.910643500003,11007.892102499985,11007.892102499985
24,2011-01-01,6177.450195,6181.049805,5416.649902,5505.899902,5505.899902,0,-0.10246965490260007,-628.6000979999999,404.877,-20243.850000000002,-25458.303968999997,-20243.850000000002
25,2011-02-01,5537.299805,5599.25,5177.700195,5333.25,5333.25,0,-0.03135725404983947,-172.6499020000001,363.38939353200004,-18169.4696766,-6992.321031000006,-6992.321031000006
26,2011-03-01,5382.0,5872.0,5348.200195,5833.75,5833.75,0,0.09384521633150511,500.5,351.9945,-17599.725000000002,20270.25,20270.25
27,2011-04-01,5835.0,5944.450195,5693.25,5749.5,5749.5,0,-0.014441825583886847,-84.25,385.02750000000003,-19251.375,-3412.125,-3412.125
28,2011-05-01,5766.899902,5775.25,5328.700195,5473.100098,5473.100098,0,-0.0480737284981303,-276.3999020000001,379.46700000000004,-18973.350000000002,-11194.196031000005,-11194.196031000005
29,2011-06-01,5561.049805,5657.899902,5195.899902,5647.399902,5647.399902,0,0.03184663186841652,174.29980400000022,361.224606468,-18061.2303234,7059.14206200001,7059.14206200001
30,2011-07-01,5705.75,5740.399902,5453.950195,5482.0,5482.0,0,-0.029287797016362305,-165.3999020000001,372.72839353200004,-18636.419676600002,-6698.696031000005,-6698.696031000005
31,2011-08-01,5527.5,5551.899902,4720.0,5001.0,5001.0,0,-0.08774170010944915,-481.0,361.812,-18090.600000000002,-19480.5,-18090.600000000002
32,2011-09-01,5109.799805,5169.25,4758.850098,4943.25,4943.25,0,-0.011547690461907623,-57.75,330.06600000000003,-16503.300000000003,-2338.875,-2338.875
33,2011-10-01,4874.399902,5399.700195,4728.299805,5326.600098,5326.600098,0,0.07755021453497202,383.3500979999999,326.2545,-16312.725,15525.678968999999,15525.678968999999
34,2011-11-01,5278.600098,5326.450195,4640.950195,4832.049805,4832.049805,0,-0.09284539554333937,-494.55029300000024,351.555606468,-17577.780323400002,-20029.28686650001,-17577.780323400002
35,2011-12-01,4970.850098,5099.25,4531.149902,4624.299805,4624.299805,0,-0.042994176050302535,-207.75,318.91528712999997,-15945.764356499998,-8413.875,-8413.875
36,2012-01-01,4675.799805,5217.0,4675.799805,5199.25,5199.25,0,0.1243323787913444,574.9501950000003,305.20378712999997,-15260.1893565,23285.482897500016,23285.482897500016
37,2012-02-01,5198.149902,5629.950195,5159.0,5385.200195,5385.200195,0,0.0357648112708564,185.95019500000035,343.1505,-17157.525,7530.9828975000155,7530.9828975000155
38,2012-03-01,5366.0,5499.399902,5135.950195,5295.549805,5295.549805,0,-0.016647550091682506,-89.6503900000007,355.42321287000004,-17771.160643500003,-3630.8407950000287,-3630.8407950000287
39,2012-04-01,5296.350098,5378.75,5154.299805,5248.149902,5248.149902,0,-0.008950893626804346,-47.39990299999954,349.50628713,-17475.3143565,-1919.6960714999814,-1919.6960714999814
40,2012-05-01,5254.299805,5279.600098,4788.950195,4924.25,4924.25,0,-0.06171696846474717,-323.8999020000001,346.37789353200003,-17318.8946766,-13117.946031000005,-13117.946031000005
41,2012-06-01,4910.850098,5286.25,4770.350098,5278.899902,5278.899902,0,0.07202110006599982,354.6499020000001,325.0005,-16250.025,14363.321031000005,14363.321031000005
42,2012-07-01,5283.850098,5348.549805,5032.399902,5229.0,5229.0,0,-0.009452708504871343,-49.89990200000011,348.407393532,-17420.3696766,-2020.9460310000045,-2020.9460310000045
43,2012-08-01,5220.700195,5448.600098,5164.649902,5258.5,5258.5,0,0.005641614075349022,29.5,345.11400000000003,-17255.7,1194.75,1194.75
44,2012-09-01,5276.5,5735.149902,5215.700195,5703.299805,5703.299805,0,0.08458682228772463,444.79980499999965,347.06100000000004,-17353.050000000003,18014.392102499987,18014.392102499987
45,2012-10-01,5704.75,5815.350098,4888.200195,5619.700195,5619.700195,0,-0.014658112471434337,-83.5996099999993,376.41778713,-18820.8893565,-3385.7842049999717,-3385.7842049999717
46,2012-11-01,5609.850098,5885.25,5548.350098,5879.850098,5879.850098,0,0.046292487850412734,260.14990299999954,370.90021287,-18545.0106435,10536.071071499982,10536.071071499982
47,2012-12-01,5878.25,5965.149902,5823.149902,5905.100098,5905.100098,0,0.004294327164665157,25.25,388.070106468,-19403.5053234,1022.625,1022.625
48,2013-01-01,5982.600098,6111.799805,5940.600098,6034.75,6034.75,1293100,0.021955580743485026,129.6499020000001,389.736606468,-19486.830323399998,5250.821031000005,5250.821031000005
49,2013-02-01,6040.950195,6052.950195,5671.899902,5693.049805,5693.049805,3081200,-0.05662209619288294,-341.70019500000035,398.2935,-19914.675,-13838.857897500015,-13838.857897500015
50,2013-03-01,5702.450195,5971.200195,5604.850098,5682.549805,5682.549805,2879100,-0.0018443541440262834,-10.5,375.74128713,-18787.0643565,-425.25000000000006,-425.25000000000006
51,2013-04-01,5697.350098,5962.299805,5477.200195,5930.200195,5930.200195,2725300,0.04358085692132363,247.6503900000007,375.04828713,-18752.4143565,10029.84079500003,10029.84079500003
52,2013-05-01,5911.399902,6229.450195,5910.950195,5985.950195,5985.950195,3077100,0.009401031696536277,55.75,391.39321287,-19569.6606435,2257.875,2257.875
53,2013-06-01,5997.350098,6011.0,5566.25,5842.200195,5842.200195,2981700,-0.0240145666631294,-143.75,395.07271287000003,-19753.6356435,-5821.875,-5821.875
54,2013-07-01,5834.100098,6093.350098,5675.75,5742.0,5742.0,3519500,-0.01715110603120995,-100.20019500000035,385.58521287,-19279.2606435,-4058.107897500014,-4058.107897500014
55,2013-08-01,5776.899902,5808.5,5118.850098,5471.799805,5471.799805,5011800,-0.047056808603274214,-270.20019500000035,378.97200000000004,-18948.600000000002,-10943.107897500015,-10943.107897500015
56,2013-09-01,5480.25,6142.5,5318.899902,5735.299805,5735.299805,4485900,0.04815600156994404,263.5,361.13878712999997,-18056.9393565,10671.75,10671.75
57,2013-10-01,5756.100098,6309.049805,5700.950195,6299.149902,6299.149902,3840600,0.09831222711469056,563.8500970000005,378.52978713,-18926.4893565,22835.92892850002,22835.92892850002
58,2013-11-01,6289.75,6332.600098,5972.450195,6176.100098,6176.100098,3008100,-0.019534350811516887,-123.04980400000022,415.743893532,-20787.1946766,-4983.517062000009,-4983.517062000009
59,2013-12-01,6171.149902,6415.25,6129.950195,6304.0,6304.0,3616400,0.02070884538309503,127.89990200000011,407.622606468,-20381.1303234,5179.946031000005,5179.946031000005
60,2014-01-01,6301.25,6358.299805,6027.25,6089.5,6089.5,3280800,-0.03402601522842641,-214.5,416.064,-20803.2,-8687.25,-8687.25
61,2014-02-01,6058.799805,6282.700195,5933.299805,6276.950195,6276.950195,2688200,0.030782526480006567,187.45019500000035,401.90700000000004,-20095.350000000002,7591.732897500014,7591.732897500014
62,2014-03-01,6264.350098,6730.049805,6212.25,6704.200195,6704.200195,3853200,0.06806649514924179,427.25,414.27871287000005,-20713.9356435,17303.625,17303.625
63,2014-04-01,6729.5,6869.850098,6650.399902,6696.399902,6696.399902,2672300,-0.0011634934478563785,-7.800293000000238,442.47721287,-22123.8606435,-315.91186650000964,-315.91186650000964
64,2014-05-01,6709.950195,7563.5,6638.549805,7229.950195,7229.950195,4282600,0.07967718487670461,533.5502930000002,441.962393532,-22098.1196766,21608.78686650001,21608.78686650001
65,2014-06-01,7264.049805,7700.049805,7239.5,7611.350098,7611.350098,3619400,0.05275277044975546,381.39990299999954,477.17671287,-23858.835643500002,15446.69607149998,15446.69607149998
66,2014-07-01,7629.0,7840.950195,7422.149902,7721.299805,7721.299805,3315500,0.014445493320415004,109.94970699999976,502.349106468,-25117.4553234,4452.96313349999,4452.96313349999
67,2014-08-01,7662.5,7968.25,7540.100098,7954.350098,7954.350098,2481800,0.03018277995747387,233.05029300000024,509.60578713,-25480.2893565,9438.53686650001,9438.53686650001
68,2014-09-01,7990.350098,8180.200195,7841.799805,7964.799805,7964.799805,2931900,0.0013137097149680255,10.449706999999762,524.987106468,-26249.3553234,423.2131334999904,423.2131334999904
69,2014-10-01,7960.5,8330.75,7723.850098,8322.200195,8322.200195,2696600,0.044872488794462484,357.4003899999998,525.67678713,-26283.8393565,14474.715794999993,14474.715794999993
70,2014-11-01,8348.150391,8617.0,8290.25,8588.25,8588.25,2698000,0.031968686016450754,266.04980500000056,549.26521287,-27463.2606435,10775.017102500024,10775.017102500024
71,2014-12-01,8605.099609,8626.950195,7961.350098,8282.700195,8282.700195,3148800,-0.03557765609990404,-305.54980500000056,566.8245000000001,-28341.225000000002,-12374.767102500024,-12374.767102500024
72,2015-01-01,8288.700195,8996.599609,8065.450195,8808.900391,8808.900391,3373200,0.06353003049870742,526.2001959999998,546.6582128699999,-27332.910643499996,21311.10793799999,21311.10793799999
73,2015-02-01,8802.5,8913.450195,8470.5,8844.599609,8844.599609,3430800,0.004052630455042339,35.699218000001565,581.387425806,-29069.3712903,1445.8183290000636,1445.8183290000636
74,2015-03-01,8953.849609,9119.200195,8269.150391,8491.0,8491.0,3727800,-0.03997915390541684,-353.5996090000008,583.7435741940001,-29187.178709700005,-14320.784164500032,-14320.784164500032
75,2015-04-01,8483.700195,8841.650391,8144.75,8181.5,8181.5,3108200,-0.03645035920386286,-309.5,560.4060000000001,-28020.300000000003,-12534.75,-12534.75
76,2015-05-01,8230.049805,8489.549805,7997.149902,8433.650391,8433.650391,3384800,0.03081957966143123,252.15039099999922,539.979,-26998.95,10212.090835499968,10212.090835499968
77,2015-06-01,8417.25,8467.150391,7940.299805,8368.5,8368.5,3156900,-0.0077250523770258095,-65.15039099999922,556.620925806,-27831.046290299997,-2638.5908354999683,-2638.5908354999683
78,2015-07-01,8376.25,8654.75,8315.400391,8532.849609,8532.849609,3097900,0.019639076178526782,164.34960900000078,552.321,-27616.050000000003,6656.159164500032,6656.159164500032
79,2015-08-01,8510.650391,8621.549805,7667.25,7971.299805,7971.299805,3939200,-0.065810348210955,-561.5498040000011,563.168074194,-28158.403709700004,-22742.767062000046,-22742.767062000046
80,2015-09-01,7907.950195,8055.0,7539.5,7948.899902,7948.899902,3436500,-0.0028100690662705707,-22.39990299999954,526.10578713,-26305.289356499998,-907.1960714999815,-907.1960714999815
81,2015-10-01,7992.049805,8336.299805,7930.649902,8065.799805,8065.799805,3364200,0.014706425347057905,116.89990299999954,524.627393532,-26231.369676600003,4734.446071499981,4734.446071499981
82,2015-11-01,8054.549805,8116.100098,7714.149902,7935.25,7935.25,2868500,-0.016185599463933054,-130.54980499999965,532.34278713,-26617.139356500003,-5287.267102499986,-5287.267102499986
83,2015-12-01,7958.149902,7979.299805,7551.049805,7946.350098,7946.350098,3026200,0.0013988340631989615,11.100097999999889,523.7265,-26186.325,449.55396899999556,449.55396899999556
84,2016-01-01,7924.549805,7937.549805,7241.5,7563.549805,7563.549805,3781100,-0.048173096865735454,-382.80029300000024,524.4591064680001,-26222.955323400005,-15503.41186650001,-15503.41186650001
85,2016-02-01,7589.5,7600.450195,6825.799805,6987.049805,6987.049805,5170500,-0.07622082419803677,-576.5,499.19428713,-24959.7143565,-23348.25,-23348.25
86,2016-03-01,7038.25,7777.600098,7035.100098,7738.399902,7738.399902,4809600,0.10753467027848118,751.3500970000005,461.14528713,-23057.2643565,30429.67892850002,30429.67892850002
87,2016-04-01,7718.049805,7992.0,7516.850098,7849.799805,7849.799805,3538800,0.014395728369014371,111.39990299999954,510.734393532,-25536.7196766,4511.696071499981,4511.696071499981
88,2016-05-01,7822.700195,8213.599609,7678.350098,8160.100098,8160.100098,4361300,0.03952970785348575,310.30029300000024,518.08678713,-25904.339356499997,12567.16186650001,12567.16186650001
89,2016-06-01,8179.200195,8308.150391,7927.049805,8287.75,8287.75,4193500,0.015643178449647577,127.64990200000011,538.566606468,-26928.3303234,5169.821031000005,5169.821031000005
90,2016-07-01,8313.049805,8674.700195,8287.549805,8638.5,8638.5,3321700,0.04232149859732748,350.75,546.9915,-27349.574999999997,14205.375,14205.375
91,2016-08-01,8654.299805,8819.200195,8518.150391,8786.200195,8786.200195,3826100,0.017097898361984054,147.70019499999944,570.1410000000001,-28507.050000000003,5981.857897499978,5981.857897499978
92,2016-09-01,8793.599609,8968.700195,8555.200195,8611.150391,8611.150391,3900400,-0.019923266043905596,-175.04980400000022,579.8892128699999,-28994.460643499995,-7089.517062000009,-7089.517062000009
93,2016-10-01,8666.150391,8806.950195,8506.150391,8638.0,8638.0,3165200,0.0031180048867875954,26.849609000000783,568.335925806,-28416.7962903,1087.4091645000317,1087.4091645000317
94,2016-11-01,8653.150391,8669.599609,7916.399902,8224.5,8224.5,4585400,-0.0478698772864089,-413.5,570.1080000000001,-28505.4,-16746.75,-16746.75
95,2016-12-01,8244.0,8274.950195,7893.799805,8185.799805,8185.799805,3118800,-0.004705476928688723,-38.70019500000035,542.817,-27140.85,-1567.3578975000141,-1567.3578975000141
96,2017-01-01,8210.099609,8672.700195,8133.799805,8561.299805,8561.299805,4009100,0.045872121105458685,375.5000000000009,540.26278713,-27013.1393565,15207.75000000004,15207.75000000004
97,2017-02-01,8570.349609,8982.150391,8537.5,8879.599609,8879.599609,4398500,0.03717891105905502,318.2998040000002,565.04578713,-28252.2893565,12891.14206200001,12891.14206200001
98,2017-03-01,8904.400391,9218.400391,8860.099609,9173.75,9173.75,4835000,0.033126537676525514,294.1503909999992,586.0535741940001,-29302.678709700005,11913.09083549997,11913.09083549997
99,2017-04-01,9220.599609,9367.150391,9075.150391,9304.049805,9304.049805,2931300,0.014203548712358627,130.29980500000056,605.4675,-30273.375,5277.142102500023,5277.142102500023
100,2017-05-01,9339.849609,9649.599609,9269.900391,9621.25,9621.25,4541800,0.03409270174258272,317.20019499999944,614.0672871300001,-30703.364356500002,12846.60789749998,12846.60789749998
101,2017-06-01,9603.549805,9709.299805,9448.75,9520.900391,9520.900391,3558000,-0.010429997037807004,-100.34960900000078,635.0025,-31750.125000000004,-4064.1591645000317,-4064.1591645000317
102,2017-07-01,9587.950195,10114.849609,9543.549805,10077.099609,10077.099609,3732400,0.05841876242353816,556.1992180000016,628.379425806,-31418.9712903,22526.068329000063,22526.068329000063
103,2017-08-01,10101.049805,10137.849609,9685.549805,9917.900391,9917.900391,4168000,-0.015798118920827053,-159.19921800000157,665.0885741940001,-33254.428709700005,-6447.568329000064,-6447.568329000064
104,2017-09-01,9937.650391,10178.950195,9687.549805,9788.599609,9788.599609,4165300,-0.013037112382912497,-129.30078199999843,654.581425806,-32729.0712903,-5236.681670999937,-5236.681670999937
105,2017-10-01,9893.299805,10384.5,9831.049805,10335.299805,10335.299805,4500300,0.05585070570230943,546.7001959999998,646.047574194,-32302.378709700002,22141.35793799999,22141.35793799999
106,2017-11-01,10390.349609,10490.450195,10094.0,10226.549805,10226.549805,4650900,-0.010522191136379866,-108.75,682.1297871300001,-34106.4893565,-4404.375,-4404.375
107,2017-12-01,10263.700195,10552.400391,10033.349609,10530.700195,10530.700195,3504400,0.02974125152661866,304.1503899999989,674.9522871300001,-33747.6143565,12318.090794999956,12318.090794999956
108,2018-01-01,10477.549805,11171.549805,10404.650391,11027.700195,11027.700195,4560600,0.047195342265652585,497.0,695.02621287,-34751.3106435,20128.5,20128.5
109,2018-02-01,11044.549805,11117.349609,10276.299805,10492.849609,10492.849609,4389900,-0.04850064624013828,-534.8505859999987,727.82821287,-36391.4106435,-21661.448732999947,-21661.448732999947
110,2018-03-01,10479.950195,10525.5,9951.900391,10113.700195,10113.700195,4389100,-0.03613407492992127,-379.14941400000134,692.528074194,-34626.403709700004,-15355.551267000053,-15355.551267000053
111,2018-04-01,10151.650391,10759.0,10111.299805,10739.349609,10739.349609,4499400,0.06186157409622539,625.6494140000013,667.50421287,-33375.210643499995,25338.801267000057,25338.801267000057
112,2018-05-01,10783.849609,10929.200195,10417.799805,10736.150391,10736.150391,5142500,-0.00029789681093173037,-3.199218000001565,708.7970741940001,-35439.8537097,-129.5683290000634,-129.5683290000634
113,2018-06-01,10738.450195,10893.25,10550.900391,10714.299805,10714.299805,4683800,-0.002035234716748713,-21.850585999998657,708.585925806,-35429.2962903,-884.9487329999456,-884.9487329999456
114,2018-07-01,10732.349609,11366.0,10604.650391,11356.5,11356.5,4648500,0.059938606039407816,642.2001949999994,707.1437871300001,-35357.18935650001,26009.10789749998,26009.10789749998
115,2018-08-01,11359.799805,11760.200195,11234.950195,11680.5,11680.5,4923000,0.028529916787742637,324.0,749.529,-37476.45,13122.000000000002,13122.000000000002
116,2018-09-01,11751.799805,11751.799805,10850.299805,10930.450195,10930.450195,5151800,-0.06421384401352681,-750.0498050000006,770.913,-38545.65,-30377.017102500024,-30377.017102500024
117,2018-10-01,10930.900391,11035.650391,10004.549805,10386.599609,10386.599609,7030800,-0.04975555226890627,-543.8505859999987,721.40971287,-36070.485643500004,-22025.948732999947,-22025.948732999947
118,2018-11-01,10441.700195,10922.450195,10341.900391,10876.75,10876.75,5318400,0.047190650400664724,490.1503909999992,685.5155741940001,-34275.778709700004,19851.09083549997,19851.09083549997
119,2018-12-01,10930.700195,10985.150391,10333.849609,10862.549805,10862.549805,6533100,-0.0013055549681659784,-14.20019499999944,717.8655,-35893.275,-575.1078974999773,-575.1078974999773
120,2019-01-01,10868.849609,10987.450195,10583.650391,10830.950195,10830.950195,7273800,-0.0029090416676805786,-31.59961000000112,716.9282871300001,-35846.414356500005,-1279.7842050000454,-1279.7842050000454
121,2019-02-01,10851.349609,11118.099609,10585.650391,10792.5,10792.5,7461400,-0.003550029711866798,-38.45019499999944,714.84271287,-35742.1356435,-1557.2328974999773,-1557.2328974999773
122,2019-03-01,10842.650391,11630.349609,10817.0,11623.900391,11623.900391,6857200,0.07703501422283976,831.4003909999992,712.3050000000001,-35615.25,33671.71583549997,33671.71583549997
123,2019-04-01,11665.200195,11856.150391,11549.099609,11748.150391,11748.150391,6516900,0.010689183133073099,124.25,767.177425806,-38358.8712903,5032.125,5032.125
