,datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
82,2011-05-06 12:05:00,NIFTY,NSE,,,,,5477.65,5564.4,5472.45,5551.45,536913225,,82
83,2011-05-09 12:05:00,NIFTY,NSE,,,,,5575.2,5586.05,5502.4,5551.1,462766584,,83
84,2011-05-10 12:05:00,NIFTY,NSE,,,,,5555.55,5592.9,5514.55,5541.25,630292300,,84
85,2011-05-11 12:05:00,NIFTY,NSE,,,,,5547.2,5574.7,5525,5565.05,501047404,,85
86,2011-05-12 12:05:00,NIFTY,NSE,,,,,5537.8,5572.5,5476.3,5486.15,605311497,,86
87,2011-05-13 12:05:00,NIFTY,NSE,,,,,5492.35,5605,5472.15,5544.75,545161093,,87
88,2011-05-16 12:05:00,NIFTY,NSE,,,,,5541.7,5541.8,5487.65,5499,445401216,,88
89,2011-05-17 12:05:00,NIFTY,NSE,,,,,5496.1,5523.85,5421.05,5438.95,450635747,,89
90,2011-05-18 12:05:00,NIFTY,NSE,,,,,5448.2,5460.5,5401.25,5420.6,439481701,,90
91,2011-05-19 12:05:00,NIFTY,NSE,,,,,5448.15,5452.6,5411.25,5428.1,425324656,,91
92,2011-05-20 12:05:00,NIFTY,NSE,,,,,5450.65,5517.55,5432.75,5486.35,509464254,,92
93,2011-05-23 12:05:00,NIFTY,NSE,,,,,5456.7,5456.7,5373,5386.55,467914276,,93
94,2011-05-24 12:05:00,NIFTY,NSE,,,,,5385.1,5422.6,5367.45,5394.85,500162967,,94
95,2011-05-25 12:05:00,NIFTY,NSE,,,,,5389.1,5389.1,5328.7,5348.95,489514170,,95
96,2011-05-26 12:05:00,NIFTY,NSE,,,,,5372.75,5422.2,5356.35,5412.35,642948053,,96
97,2011-05-27 12:05:00,NIFTY,NSE,,,,,5413.7,5485.8,5413.6,5476.1,542161228,,97
98,2011-05-30 12:05:00,NIFTY,NSE,,,,,5493.75,5509.3,5458.6,5473.1,481423029,,98
99,2011-05-31 12:05:00,NIFTY,NSE,,,,,5492,5571.6,5489.7,5560.15,705580018,,99
100,2011-06-01 12:06:00,NIFTY,NSE,,,,,5561.05,5597.35,5559.45,5592,560004299,,100
101,2011-06-02 12:06:00,NIFTY,NSE,,,,,5529.9,5568.2,5521.95,5550.35,547320352,,101
102,2011-06-03 12:06:00,NIFTY,NSE,,,,,5565.7,5604.95,5507.2,5516.75,494994248,,102
103,2011-06-06 12:06:00,NIFTY,NSE,,,,,5504.3,5542.65,5479.85,5532.05,432066481,,103
104,2011-06-07 12:06:00,NIFTY,NSE,,,,,5509.15,5570.1,5507.8,5556.15,477089669,,104
105,2011-06-08 12:06:00,NIFTY,NSE,,,,,5535.25,5556.6,5514.9,5526.85,512994811,,105
106,2011-06-09 12:06:00,NIFTY,NSE,,,,,5523.55,5540.1,5502.05,5521.05,437845958,,106
107,2011-06-10 12:06:00,NIFTY,NSE,,,,,5518.05,5521.45,5457.45,5485.8,468751091,,107
108,2011-06-13 12:06:00,NIFTY,NSE,,,,,5469.85,5496.7,5436.95,5482.8,463785250,,108
109,2011-06-14 12:06:00,NIFTY,NSE,,,,,5485.6,5520.15,5484.2,5500.5,506687676,,109
110,2011-06-15 12:06:00,NIFTY,NSE,,,,,5494.45,5499.35,5438.95,5447.5,535493446,,110
111,2011-06-16 12:06:00,NIFTY,NSE,,,,,5419.65,5447.5,5389.8,5396.75,528518546,,111
112,2011-06-17 12:06:00,NIFTY,NSE,,,,,5412.5,5421.15,5355.85,5366.4,459486727,,112
113,2011-06-20 12:06:00,NIFTY,NSE,,,,,5372.2,5377.4,5195.9,5257.9,790249761,,113
114,2011-06-21 12:06:00,NIFTY,NSE,,,,,5280.8,5322.45,5257,5275.85,575939267,,114
115,2011-06-22 12:06:00,NIFTY,NSE,,,,,5304.65,5310.5,5262.5,5278.3,547602649,,115
116,2011-06-23 12:06:00,NIFTY,NSE,,,,,5269.1,5330.6,5252.25,5320,610477821,,116
117,2011-06-24 12:06:00,NIFTY,NSE,,,,,5343.4,5477.85,5343.4,5471.25,663868055,,117
118,2011-06-27 12:06:00,NIFTY,NSE,,,,,5441.2,5552.65,5434.25,5526.6,621609047,,118
119,2011-06-28 12:06:00,NIFTY,NSE,,,,,5548.85,5558.3,5496.35,5545.3,594563494,,119
120,2011-06-29 12:06:00,NIFTY,NSE,,,,,5566.5,5608.65,5566.5,5600.45,632184442,,120
121,2011-06-30 12:06:00,NIFTY,NSE,,,,,5614.5,5657.9,5606.1,5647.4,768338127,,121
122,2011-07-01 12:07:00,NIFTY,NSE,,,,,5705.75,5705.8,5609.75,5627.2,635616535,,122
123,2011-07-04 12:07:00,NIFTY,NSE,,,,,5679.55,5679.65,5633.1,5650.5,568274951,,123
124,2011-07-05 12:07:00,NIFTY,NSE,,,,,5659.85,5659.85,5612.3,5632.1,577026010,,124
125,2011-07-06 12:07:00,NIFTY,NSE,,,,,5622.7,5655.4,5610.75,5625.45,548613083,,125
126,2011-07-07 12:07:00,NIFTY,NSE,,,,,5633.35,5737.15,5632.95,5728.95,612701738,,126
127,2011-07-11 12:07:00,NIFTY,NSE,,,,,5648.05,5652.9,5601.7,5616.1,453406185,,127
128,2011-07-12 12:07:00,NIFTY,NSE,,,,,5556.9,5580.25,5496.95,5526.15,545934529,,128
129,2011-07-13 12:07:00,NIFTY,NSE,,,,,5542.05,5596.15,5541.4,5585.45,515370380,,129
130,2011-07-14 12:07:00,NIFTY,NSE,,,,,5569,5653.95,5541.7,5599.8,630267062,,130
131,2011-07-15 12:07:00,NIFTY,NSE,,,,,5602.95,5631.7,5562.75,5581.1,472001211,,131
132,2011-07-18 12:07:00,NIFTY,NSE,,,,,5581.75,5596.6,5550.95,5567.05,421716560,,132
133,2011-07-19 12:07:00,NIFTY,NSE,,,,,5569.85,5627.65,5557.2,5613.55,521472788,,133
134,2011-07-20 12:07:00,NIFTY,NSE,,,,,5642.05,5645.4,5555.1,5567.05,630779430,,134
135,2011-07-21 12:07:00,NIFTY,NSE,,,,,5554.6,5578.9,5532.7,5541.6,529323042,,135
136,2011-07-22 12:07:00,NIFTY,NSE,,,,,5576.95,5642.2,5567.1,5633.95,605816708,,136
137,2011-07-25 12:07:00,NIFTY,NSE,,,,,5633.8,5700.55,5616.7,5680.3,611443413,,137
138,2011-07-26 12:07:00,NIFTY,NSE,,,,,5688.45,5702.25,5560.15,5574.85,595110667,,138
139,2011-07-27 12:07:00,NIFTY,NSE,,,,,5588.55,5591.7,5521.5,5546.8,596020910,,139
140,2011-07-28 12:07:00,NIFTY,NSE,,,,,5492.4,5512.1,5475.65,5487.75,842745504,,140
141,2011-07-29 12:07:00,NIFTY,NSE,,,,,5479,5520.3,5453.95,5482,678634785,,141
142,2011-08-01 12:08:00,NIFTY,NSE,,,,,5527.5,5551.9,5486.45,5516.8,531156548,,142
143,2011-08-02 12:08:00,NIFTY,NSE,,,,,5493.2,5496.3,5433.65,5456.55,502867588,,143
144,2011-08-03 12:08:00,NIFTY,NSE,,,,,5402,5422.6,5378.85,5404.8,577211225,,144
145,2011-08-04 12:08:00,NIFTY,NSE,,,,,5412.4,5434.5,5323.15,5331.8,640994518,,145
146,2011-08-05 12:08:00,NIFTY,NSE,,,,,5204.35,5229.65,5116.45,5211.25,805657214,,146
147,2011-08-08 12:08:00,NIFTY,NSE,,,,,5083.85,5204.2,5054.05,5118.5,742801820,,147
148,2011-08-09 12:08:00,NIFTY,NSE,,,,,4947.9,5167,4946.45,5072.85,847642050,,148
149,2011-08-10 12:08:00,NIFTY,NSE,,,,,5196.55,5197.95,5123.35,5161,653207258,,149
150,2011-08-11 12:08:00,NIFTY,NSE,,,,,5128,5184.95,5121,5138.3,543105440,,150
151,2011-08-12 12:08:00,NIFTY,NSE,,,,,5194.4,5194.45,5053.35,5072.95,663539653,,151
152,2011-08-16 12:08:00,NIFTY,NSE,,,,,5125.75,5132.2,5015.4,5035.8,622988835,,152
153,2011-08-17 12:08:00,NIFTY,NSE,,,,,5030.3,5112.15,5017.25,5056.6,669107667,,153
154,2011-08-18 12:08:00,NIFTY,NSE,,,,,5077.95,5078.6,4932.15,4944.15,633178062,,154
155,2011-08-19 12:08:00,NIFTY,NSE,,,,,4859.3,4893.6,4796.1,4845.65,699321230,,155
156,2011-08-22 12:08:00,NIFTY,NSE,,,,,4843.7,4910.05,4808.75,4898.8,537537243,,156
157,2011-08-23 12:08:00,NIFTY,NSE,,,,,4925.15,4965.8,4863.8,4948.9,548001794,,157
158,2011-08-24 12:08:00,NIFTY,NSE,,,,,4934.35,4962.4,4875.3,4888.9,558263853,,158
159,2011-08-25 12:08:00,NIFTY,NSE,,,,,4914.65,4915.85,4825.05,4839.6,739341924,,159
160,2011-08-26 12:08:00,NIFTY,NSE,,,,,4839.25,4872,4720,4747.8,594139053,,160
161,2011-08-29 12:08:00,NIFTY,NSE,,,,,4806.2,4934.4,4806.05,4919.6,547832570,,161
162,2011-08-30 12:08:00,NIFTY,NSE,,,,,4973.25,5016.25,4927.55,5001,653090591,,162
163,2011-09-02 12:09:00,NIFTY,NSE,,,,,5109.8,5113.7,4993.35,5040,624795217,,163
164,2011-09-05 12:09:00,NIFTY,NSE,,,,,4998.9,5030.3,4964.45,5017.2,644530940,,164
165,2011-09-06 12:09:00,NIFTY,NSE,,,,,4993.35,5072.9,4942.9,5064.3,712396873,,165
166,2011-09-07 12:09:00,NIFTY,NSE,,,,,5080.15,5154.5,5076.3,5124.65,748341218,,166
167,2011-09-08 12:09:00,NIFTY,NSE,,,,,5139.2,5169.25,5098.25,5153.25,651130019,,167
168,2011-09-09 12:09:00,NIFTY,NSE,,,,,5161.3,5163.75,5046.8,5059.45,763793311,,168
169,2011-09-12 12:09:00,NIFTY,NSE,,,,,4981.7,4985.6,4911.25,4946.8,602437788,,169
170,2011-09-13 12:09:00,NIFTY,NSE,,,,,4977.8,5030.15,4911.05,4940.95,628252016,,170
171,2011-09-14 12:09:00,NIFTY,NSE,,,,,4965.05,5026.15,4917.4,5012.55,610750885,,171
172,2011-09-15 12:09:00,NIFTY,NSE,,,,,5062.35,5091.45,4967.45,5075.7,570524316,,172
173,2011-09-16 12:09:00,NIFTY,NSE,,,,,5123.35,5143.6,5068.1,5084.25,800941312,,173
174,2011-09-19 12:09:00,NIFTY,NSE,,,,,5068.4,5068.4,5019.25,5031.95,512977994,,174
175,2011-09-20 12:09:00,NIFTY,NSE,,,,,5042.55,5149.9,5035.25,5140.2,540613327,,175
176,2011-09-21 12:09:00,NIFTY,NSE,,,,,5153.75,5168.4,5109.85,5133.25,654304231,,176
177,2011-09-22 12:09:00,NIFTY,NSE,,,,,5054.45,5059.85,4907.75,4923.65,626184665,,177
178,2011-09-23 12:09:00,NIFTY,NSE,,,,,4873.75,4930.25,4829.6,4867.75,645120327,,178
179,2011-09-26 12:09:00,NIFTY,NSE,,,,,4878.6,4879.8,4758.85,4835.4,570642853,,179
180,2011-09-27 12:09:00,NIFTY,NSE,,,,,4905.15,4982.95,4905.15,4971.25,526597429,,180
181,2011-09-28 12:09:00,NIFTY,NSE,,,,,5005.5,5006.05,4918.45,4945.9,524951024,,181
182,2011-09-29 12:09:00,NIFTY,NSE,,,,,4924.2,5034.25,4906,5015.45,685354469,,182
183,2011-09-30 12:09:00,NIFTY,NSE,,,,,4990.15,5025.55,4924.3,4943.25,585131528,,183
184,2011-10-03 12:10:00,NIFTY,NSE,,,,,4874.4,4879.15,4823.9,4849.5,458351683,,184
185,2011-10-04 12:10:00,NIFTY,NSE,,,,,4823.5,4869.75,4728.3,4772.15,581142463,,185
186,2011-10-05 12:10:00,NIFTY,NSE,,,,,4791.3,4827.8,4741,4751.3,507456027,,186
187,2011-10-07 12:10:00,NIFTY,NSE,,,,,4883.65,4922.6,4861.2,4888.05,538610196,,187
188,2011-10-10 12:10:00,NIFTY,NSE,,,,,4886.85,4991.15,4882.05,4979.6,548761698,,188
189,2011-10-11 12:10:00,NIFTY,NSE,,,,,5019.9,5045.1,4964,4974.35,635099390,,189
190,2011-10-12 12:10:00,NIFTY,NSE,,,,,5011.2,5109.8,4997.65,5099.4,574109523,,190
191,2011-10-13 12:10:00,NIFTY,NSE,,,,,5130.8,5136.95,5067.65,5077.85,623210660,,191
192,2011-10-14 12:10:00,NIFTY,NSE,,,,,5057.35,5141.4,5056.6,5132.3,569388304,,192
193,2011-10-17 12:10:00,NIFTY,NSE,,,,,5156.2,5160.2,5084.5,5118.25,480651294,,193
194,2011-10-18 12:10:00,NIFTY,NSE,,,,,5049.45,5057.5,5011.05,5037.5,452189756,,194
195,2011-10-19 12:10:00,NIFTY,NSE,,,,,5080.45,5148.05,5075.3,5139.15,543400185,,195
196,2011-10-20 12:10:00,NIFTY,NSE,,,,,5086.55,5099,5033.95,5091.9,496023475,,196
197,2011-10-21 12:10:00,NIFTY,NSE,,,,,5106.6,5120.75,5037.95,5049.95,462879013,,197
198,2011-10-24 12:10:00,NIFTY,NSE,,,,,5114.7,5145.65,5084.75,5098.35,504062606,,198
199,2011-10-25 12:10:00,NIFTY,NSE,,,,,5137.9,5211,5085.55,5191.6,666574535,,199
200,2011-10-26 12:10:00,NIFTY,NSE,,,,,5214.95,5219.25,5196.15,5201.8,137221682,,200
201,2011-10-31 12:10:00,NIFTY,NSE,,,,,5358.9,5360.25,5314.6,5326.6,609289651,,201
202,2011-11-01 12:11:00,NIFTY,NSE,,,,,5278.6,5310.85,5238.3,5257.95,552531904,,202
203,2011-11-02 12:11:00,NIFTY,NSE,,,,,5216.75,5300.1,5204.95,5258.45,600217644,,203
204,2011-11-03 12:11:00,NIFTY,NSE,,,,,5241.55,5281.6,5201.85,5265.75,544016026,,204
205,2011-11-04 12:11:00,NIFTY,NSE,,,,,5325.4,5326.45,5256.8,5284.2,558656176,,205
206,2011-11-08 12:11:00,NIFTY,NSE,,,,,5292.25,5304.25,5252,5289.35,457954417,,206
207,2011-11-09 12:11:00,NIFTY,NSE,,,,,5309.7,5317.5,5211.75,5221.05,546281058,,207
208,2011-11-11 12:11:00,NIFTY,NSE,,,,,5159.75,5198.6,5142.25,5168.85,607236736,,208
209,2011-11-14 12:11:00,NIFTY,NSE,,,,,5217.35,5228.9,5140.55,5148.35,611662544,,209
210,2011-11-15 12:11:00,NIFTY,NSE,,,,,5131.2,5158.75,5052.85,5068.5,617696848,,210
211,2011-11-16 12:11:00,NIFTY,NSE,,,,,5059.1,5065.2,4989.5,5030.45,679503176,,211
212,2011-11-17 12:11:00,NIFTY,NSE,,,,,5027.1,5036.8,4919.45,4934.75,643069524,,212
213,2011-11-18 12:11:00,NIFTY,NSE,,,,,4899.15,4915.9,4837.95,4905.8,709204085,,213
214,2011-11-21 12:11:00,NIFTY,NSE,,,,,4873.8,4873.8,4764.8,4778.35,603180155,,214
215,2011-11-22 12:11:00,NIFTY,NSE,,,,,4794.85,4854,4782.55,4812.35,605945178,,215
216,2011-11-23 12:11:00,NIFTY,NSE,,,,,4779.5,4779.5,4640.95,4706.45,678182182,,216
217,2011-11-24 12:11:00,NIFTY,NSE,,,,,4707.55,4771.1,4639.1,4756.45,839086200,,217
218,2011-11-25 12:11:00,NIFTY,NSE,,,,,4731.3,4767.3,4693.1,4710.05,629187149,,218
219,2011-11-28 12:11:00,NIFTY,NSE,,,,,4769.3,4859.1,4766.4,4851.3,539711081,,219
220,2011-11-29 12:11:00,NIFTY,NSE,,,,,4864.2,4866.1,4787.1,4805.1,573856920,,220
221,2011-11-30 12:11:00,NIFTY,NSE,,,,,4766.15,4851.55,4754.8,4832.05,783190659,,221
222,2011-12-01 12:12:00,NIFTY,NSE,,,,,4970.85,5011.9,4916.7,4936.85,575827258,,222
223,2011-12-02 12:12:00,NIFTY,NSE,,,,,4940.85,5062.55,4918.4,5050.15,555320775,,223
224,2011-12-05 12:12:00,NIFTY,NSE,,,,,5036.5,5055.4,5002.55,5039.15,499095483,,224
225,2011-12-07 12:12:00,NIFTY,NSE,,,,,5050.1,5099.25,5032.25,5062.6,614012134,,225
226,2011-12-08 12:12:00,NIFTY,NSE,,,,,5037.4,5049.05,4921.45,4943.65,593282174,,226
227,2011-12-09 12:12:00,NIFTY,NSE,,,,,4870.75,4918.35,4841.75,4866.7,591690274,,227
228,2011-12-12 12:12:00,NIFTY,NSE,,,,,4906.85,4910.25,4755.55,4764.6,523257791,,228
229,2011-12-13 12:12:00,NIFTY,NSE,,,,,4733.6,4824.7,4728.5,4800.6,565466888,,229
230,2011-12-14 12:12:00,NIFTY,NSE,,,,,4788.7,4839.55,4750.4,4763.25,522040723,,230
231,2011-12-15 12:12:00,NIFTY,NSE,,,,,4712.8,4768.65,4673.85,4746.35,604072160,,231
232,2011-12-16 12:12:00,NIFTY,NSE,,,,,4752.5,4818.85,4628.2,4651.6,662656420,,232
233,2011-12-19 12:12:00,NIFTY,NSE,,,,,4623.15,4623.15,4555.9,4613.1,605968752,,233
234,2011-12-20 12:12:00,NIFTY,NSE,,,,,4635.8,4637.25,4531.15,4544.2,583029392,,234
235,2011-12-21 12:12:00,NIFTY,NSE,,,,,4636.45,4707.35,4601.95,4693.15,594921770,,235
236,2011-12-22 12:12:00,NIFTY,NSE,,,,,4636.9,4740.6,4632.95,4733.85,572763255,,236
237,2011-12-23 12:12:00,NIFTY,NSE,,,,,4763.2,4763.45,4693.2,4714,523025349,,237
238,2011-12-26 12:12:00,NIFTY,NSE,,,,,4718.15,4787.25,4718.15,4779,354618770,,238
239,2011-12-27 12:12:00,NIFTY,NSE,,,,,4780.2,4800.5,4723.65,4750.5,387608132,,239
240,2011-12-28 12:12:00,NIFTY,NSE,,,,,4756.2,4756.2,4685.65,4705.8,439390599,,240
241,2011-12-29 12:12:00,NIFTY,NSE,,,,,4681.15,4701.8,4639.05,4646.25,686807646,,241
242,2011-12-30 12:12:00,NIFTY,NSE,,,,,4659.95,4690.45,4608.9,4624.3,456634496,,242
243,2012-01-02 12:01:00,NIFTY,NSE,,,,,4640.2,4645.95,4588.05,4636.75,422427771,,243
244,2012-01-03 12:01:00,NIFTY,NSE,,,,,4675.8,4773.1,4675.8,4765.3,522106481,,244
245,2012-01-04 12:01:00,NIFTY,NSE,,,,,4774.95,4782.85,4728.85,4749.65,569676509,,245
246,2012-01-05 12:01:00,NIFTY,NSE,,,,,4749,4779.8,4730.15,4749.95,523890090,,246
247,2012-01-06 12:01:00,NIFTY,NSE,,,,,4724.15,4794.9,4686.85,4754.1,544113714,,247
248,2012-01-07 12:01:00,NIFTY,NSE,,,,,4755.6,4759.4,4743.05,4746.9,90456550,,248
249,2012-01-09 12:01:00,NIFTY,NSE,,,,,4747.55,4758.7,4695.45,4742.8,582542551,,249
